0	-65
3.43226e-05	-65
0.34326	-65
1	-65
1	-65
1.00007	-65
1.00014	-65
1.00034	-65
1.00053	-65
1.00073	-65
1.00092	-65
1.00132	-64.9999
1.00206	-64.9998
1.00394	-64.9992
1.00582	-64.9983
1.00771	-64.997
1.00959	-64.9954
1.01148	-64.9935
1.01354	-64.991
1.01561	-64.988
1.01767	-64.9847
1.0212	-64.9782
1.02472	-64.9706
1.02824	-64.962
1.03176	-64.9523
1.03767	-64.9339
1.04357	-64.9129
1.04947	-64.8892
1.05537	-64.8632
1.06128	-64.8349
1.06718	-64.8044
1.07308	-64.7718
1.07898	-64.7373
1.08489	-64.7009
1.09452	-64.6378
1.10114	-64.5919
1.10776	-64.5441
1.11438	-64.4946
1.121	-64.4434
1.12762	-64.3908
1.14053	-64.2842
1.15344	-64.1731
1.16635	-64.0583
1.17926	-63.9406
1.19217	-63.8207
1.20508	-63.6992
1.21799	-63.5768
1.2309	-63.4542
1.24381	-63.332
1.25672	-63.2107
1.26963	-63.0911
1.28254	-62.9738
1.29545	-62.8593
1.30836	-62.7482
1.32127	-62.6413
1.33418	-62.5392
1.34709	-62.4425
1.37001	-62.2864
1.39294	-62.1538
1.41586	-62.049
1.43077	-61.9982
1.44568	-61.9626
1.46059	-61.9438
1.4755	-61.9435
1.48642	-61.9559
1.49733	-61.9798
1.50825	-62.0159
1.51916	-62.0649
1.53008	-62.1276
1.54099	-62.2047
1.55191	-62.2969
1.56282	-62.4049
1.57373	-62.5293
1.58465	-62.6709
1.59556	-62.83
1.60648	-63.007
1.61739	-63.2022
1.62831	-63.4156
1.6359	-63.5746
1.6435	-63.7423
1.65109	-63.9183
1.65868	-64.1023
1.66628	-64.294
1.67387	-64.493
1.68147	-64.6986
1.68906	-64.9102
1.69665	-65.1272
1.70425	-65.3487
1.71184	-65.5739
1.71944	-65.8017
1.72703	-66.0312
1.73462	-66.2614
1.74222	-66.4912
1.74981	-66.7195
1.75741	-66.9453
1.765	-67.1674
1.77259	-67.3849
1.78019	-67.5969
1.78778	-67.8024
1.79537	-68.0006
1.80297	-68.1909
1.81056	-68.3725
1.81816	-68.545
1.82575	-68.7079
1.83334	-68.8609
1.84094	-69.0037
1.84853	-69.1362
1.85613	-69.2584
1.86372	-69.3701
1.87131	-69.4715
1.87891	-69.5626
1.8865	-69.6437
1.8941	-69.715
1.90169	-69.7766
1.90928	-69.8289
1.91688	-69.8722
1.92447	-69.9068
1.93206	-69.9329
1.94597	-69.9602
1.95597	-69.9642
1.96597	-69.9561
1.97597	-69.9366
1.98597	-69.9064
1.99597	-69.8664
2.00597	-69.817
2.01597	-69.7591
2.02598	-69.6933
2.03598	-69.6202
2.04598	-69.5403
2.05598	-69.4541
2.06598	-69.3624
2.07598	-69.2654
2.08598	-69.1637
2.09598	-69.0578
2.10598	-68.9481
2.11598	-68.8349
2.12598	-68.7187
2.13598	-68.5999
2.15101	-68.417
2.16604	-68.2301
2.18107	-68.0402
2.1961	-67.8483
2.21113	-67.6555
2.22616	-67.4627
2.24119	-67.2708
2.25622	-67.0808
2.27125	-66.8935
2.28628	-66.7099
2.30132	-66.5309
2.31635	-66.3573
2.33138	-66.1903
2.34641	-66.0307
