2.38577	-48.4211
2.4101	-50.9113
2.42603	-52.8103
2.44196	-54.9396
2.45789	-57.315
2.47382	-59.9525
2.48498	-61.9659
2.49615	-64.1206
2.50731	-66.421
2.51848	-68.8704
2.52964	-71.4706
2.54081	-74.2219
2.55197	-77.1217
2.56314	-80.1646
2.5743	-83.3413
2.58547	-86.6377
2.59663	-90.034
2.6078	-93.5043
2.61896	-97.0152
2.62723	-99.6182
2.6355	-102.201
2.64377	-104.743
2.65204	-107.218
2.66031	-109.602
2.66858	-111.865
2.67685	-113.978
2.68512	-115.913
2.6934	-117.639
2.70167	-119.13
2.70994	-120.358
2.71821	-121.303
2.72648	-121.944
2.73475	-122.268
2.74302	-122.269
2.74898	-122.066
2.75495	-121.694
2.76092	-121.156
2.76688	-120.457
2.77285	-119.602
2.77882	-118.599
2.78478	-117.456
2.79075	-116.183
2.79671	-114.79
2.80268	-113.288
2.80865	-111.689
2.81815	-108.969
2.82765	-106.08
2.83422	-104.006
2.84079	-101.888
2.84736	-99.7381
2.85393	-97.5698
2.86051	-95.3946
2.86708	-93.2232
2.87365	-91.0651
2.88022	-88.9289
2.88679	-86.8219
2.89336	-84.7507
2.89993	-82.7205
2.9065	-80.7361
2.91307	-78.8011
2.91964	-76.9184
2.92621	-75.0904
2.9376	-72.0559
2.94899	-69.1957
2.96038	-66.5111
2.97177	-64.0005
2.98316	-61.6604
2.99455	-59.4853
3.00594	-57.469
3.01733	-55.6046
3.02872	-53.8849
3.04011	-52.3027
3.0515	-50.8507
3.06289	-49.5221
3.07428	-48.3102
3.08567	-47.2089
3.09706	-46.2123
3.10845	-45.3152
3.11984	-44.5126
3.13123	-43.8003
3.14883	-42.8678
3.16643	-42.1287
3.18403	-41.5728
3.20162	-41.1923
3.21922	-40.9815
3.23682	-40.9369
3.25442	-41.057
3.27202	-41.3424
3.28961	-41.7956
3.30721	-42.4211
3.32481	-43.2254
3.34241	-44.2171
3.36	-45.4069
3.3776	-46.8076
3.3952	-48.4343
3.4128	-50.3037
3.42472	-51.7184
3.43665	-53.2597
3.44858	-54.9341
3.46051	-56.7483
3.46881	-58.097
3.47711	-59.5189
3.48541	-61.0162
3.49371	-62.5909
3.50201	-64.2446
3.51031	-65.979
3.51861	-67.7952
3.52691	-69.694
3.53521	-71.6755
3.54351	-73.7391
3.55181	-75.8836
3.55753	-77.4061
3.56325	-78.9647
3.56896	-80.5581
3.57762	-83.0354
3.58628	-85.5812
3.59495	-88.186
3.60361	-90.838
3.61227	-93.5228
3.62093	-96.2233
3.62959	-98.9193
3.63826	-101.588
3.64692	-104.204
3.65558	-106.738
3.66424	-109.16
3.6729	-111.438
3.68157	-113.538
3.69023	-115.427
3.69889	-117.072
3.70755	-118.443
3.71621	-119.513
3.72487	-120.26
3.73354	-120.666
3.73988	-120.742
3.74623	-120.627
3.75	-120.47
3.75	-120.47
3.75044	-120.458
3.75089	-120.447
3.7521	-120.416
3.75332	-120.386
3.75453	-120.355
3.75574	-120.324
3.75822	-120.262
3.76295	-120.143
3.77171	-119.925
3.78046	-119.709
3.78922	-119.495
3.79798	-119.282
3.80674	-119.071
3.82003	-118.755
3.83332	-118.443
3.84661	-118.135
3.8599	-117.831
3.89346	-117.082
3.92702	-116.357
3.96058	-115.656
3.99414	-114.978
4.02769	-114.323
4.06125	-113.689
4.09481	-113.076
4.14915	-112.126
4.20349	-111.227
4.25782	-110.375
4.31216	-109.568
4.3665	-108.803
4.42083	-108.08
4.47517	-107.394
4.52951	-106.745
4.58384	-106.13
4.69769	-104.945
4.77856	-104.181
4.85943	-103.477
4.94029	-102.828
5	-102.381
5	-102.381
